business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
lmh8kuT2s3Fy_9ZUl2l0cA,Dent Clinic,"3903 99th Street, Unit 130",Edmonton,AB,T6E 6M2,53.47433116,-113.4851561,5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Glass Services, Windshield Installation & Repair, Body Shops, Auto Repair, Automotive, Auto Detailing","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '10:0-14:0'}"
EruEoNu4v03gBlNVMWNALw,Rundle Park,2909 113 Avenue NW,Edmonton,AB,T5W 0P3,53.55500439,-113.3883211,4,13,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Parks, Boating, Tennis, Active Life, Mini Golf","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}"
W_m8AI-38fYvWD4YgB4Zeg,Shoppers Drug Mart,"4005 Clover Bar Road, Suite 20",Sherwood Park,AB,T8H 0M4,53.55747343,-113.2742692,3.5,8,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False}"", 'RestaurantsPriceRange2': '2'}","Health & Medical, Pharmacy, Drugstores, Cosmetics & Beauty Supply, Beauty & Spas, Shopping","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
GcGXcAz736wCPx2axOnvYA,Value Village,10127 - 34th Ave NW,Edmonton,AB,T6E 6J8,53.46671179,-113.4883519,3,21,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'""}","Thrift Stores, Used, Vintage & Consignment, Local Services, Community Service/Non-Profit, Fashion, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '10:0-17:0', 'Saturday': '12:0-18:0', 'Sunday': '10:0-19:0'}"
WIf1NO9OEUkqPR4R52cs6Q,Westmount Mini-Mart,"Westmount Shopping Ctr, 200 Westmount Ctr NW",Edmonton,AB,T5M 3L7,53.5608034,-113.553836,2,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False'}","Public Services & Government, Food, Convenience Stores, Post Offices",
EeMQfoJgl8Xtyew6AXzcyg,H2O Lounge,10044 82 Avenue Northwest,Edmonton,AB,T6E 1Z3,53.5184082,-113.490212,2,19,1,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{u'dj': False, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': True, u'no_music': False}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'HappyHour': 'True'}","Sports Bars, Karaoke, Nightlife, Bars, Lounges","{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-3:0'}"
X2x1rHRYNayXZ-BN4CGGRQ,Jugo Juice,"Edmonton City Centre, 10025 102A Avenue",Edmonton,AB,T5J 0E7,53.54356704,-113.4939311,3,5,1,"{'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Juice Bars & Smoothies",
-5ivHc7R7F_fHxTtxGvlgA,Mt Fuji Teppanyaki,102-9940 137 Avenue,Edmonton,AB,T5E 5P0,53.600886,-113.495432,3.5,23,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'None'}","Restaurants, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}"
oBmkr9cUmwOBA4hLi3-U-w,Good Buddy Chinese Restaurant,2059 111 Street NW,Edmonton,AB,T6J 4V9,53.4526562,-113.5137517,2.5,67,1,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Chinese","{'Monday': '10:0-23:30', 'Tuesday': '10:0-23:30', 'Wednesday': '10:0-23:30', 'Thursday': '10:0-23:30', 'Friday': '10:0-23:30', 'Saturday': '10:0-23:30', 'Sunday': '10:0-23:30'}"
cguma8oUR5RSwfF1jNieUw,Portugese Canadian Bakery,5304 118 Avenue NW,Edmonton,AB,T5W 1C4,53.5705388,-113.4233811,4.5,12,1,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Bakeries, Food","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-17:0'}"
wCC9_DcBVUmhvNWQGqfILA,Om Hot Yoga,10619-124 Street,Edmonton,AB,T5N 1S5,53.5498817,-113.5359051,4,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'GoodForKids': 'False'}","Health & Medical, Yoga, Fitness & Instruction, Massage Therapy, Active Life","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
D3H0pQUSO4uW9PxX2Cb9jA,Tutti Frutti,"2 Hebert Road, Suite 244",St. Albert,AB,T8N 5T8,53.622219,-113.606701,4,5,0,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'""}","Canadian (New), Food, Restaurants, Desserts, Ice Cream & Frozen Yogurt",
7i39pzQfXiJzJdLEo-BZRA,Mike's Sub and Donair,358 Mayfield Common NW,Edmonton,AB,T5P 4B3,53.5453888,-113.6123809,3.5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True'}","Fast Food, Restaurants",
NrwvTONDZe_zkf4dNBHTDA,H&W Produce,12510 132 Avenue NW,Edmonton,AB,T5L 3P9,53.5929897,-113.5378378,4.5,17,1,"{'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1'}","Grocery, Specialty Food, Fruits & Veggies, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}"
X8uLn9B7C5b3SofJM12s6w,Mist Salon & Day Spa,177 Bonnie Doon Shopping Centre,Edmonton,AB,T6C 4E3,53.520079,-113.4550166,2.5,28,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'GoodForKids': 'False'}","Beauty & Spas, Massage, Day Spas, Hair Salons","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-17:30', 'Sunday': '11:0-17:0'}"
J3v9wfVtxcQ2DZPXgE8ksA,Second Cup Coffee Company,8906 149 Street NW,Edmonton,AB,T5R 1B8,53.521453,-113.578328,3.5,6,0,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea",
ceQPyPwb6_fKf3ke1P2qDA,Sublime Swim & Sunwear,335 - 140 Street Albert Trail,St Albert,AB,T8N 7C8,53.620361,-113.613509,4.5,8,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fashion, Accessories, Sports Wear, Swimwear, Sporting Goods, Women's Clothing, Shopping, Men's Clothing","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
stSD7zDVWDrurFYpL2Y9Sg,Saigon Taste,10383 112 Street NW,Edmonton,AB,T5K 1M9,53.54592086,-113.5134988,4,36,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'DogsAllowed': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True'}","Vegetarian, Chinese, Restaurants, Hot Pot, Vietnamese","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
u0Cz1KIzD4CuJAkYwBtQSA,Jiffy Lube,13731 97 St Nw,Edmonton,AB,T5E 4H6,53.5999865,-113.4918627,1,5,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Oil Change Stations","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '10:0-17:0'}"
Zyp9DZ_l7vyfKwTOUmxSvw,Little Caesars Pizza,11588 104 Avenue NW,Edmonton,AB,T5K 2S5,53.546591,-113.5195355,2,8,1,"{'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza",
bonyK-iuhyybLJc62NYSMw,SEPHORA,"109 St. & Princess Elizabeth Ave., Suite 200",Edmonton,AB,T5G 3A6,53.56269928,-113.5055567,3.5,19,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Beauty & Spas, Shopping, Cosmetics & Beauty Supply","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}"
KJFBsKNGldwoWZJtt8XgkQ,Good Earth Coffeehouse,8623 112 Street NW,Edmonton,AB,T6G 1K8,53.52252158,-113.5205145,4,39,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}""}","Bakeries, Coffee & Tea, Food","{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '7:30-21:0', 'Sunday': '7:30-21:0'}"
d_CkDArGzp-aKWJhVqU-wA,Lewis Estates Car Wash,5 Lewis Estates Boulevard,Edmonton,AB,T5T 6A4,53.51392966,-113.6774575,2.5,7,1,,"Automotive, Car Wash",
HrlkWsZNqoffwpfkBGsLWw,Stylez Nail Spa,8611 109 Street,Edmonton,AB,T6G 1E7,53.52221314,-113.5117687,4.5,11,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nail Salons, Beauty & Spas","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
nr4vjaWSVuWtpHOjhdGmFQ,Best Choice Automotive,9928 35 Avenue NW,Edmonton,AB,T6E 6B2,53.4693315,-113.4876717,3.5,8,1,,"Auto Repair, Automotive, Tires","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-16:0'}"
e0iCFeakO_y2Jwjm8stW8w,Taste of Szechuan,3855 99 Street NW,Edmonton,AB,T6E 6H6,53.4732234,-113.4852708,4.5,12,1,"{'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False'}","Chinese, Szechuan, Restaurants, Hot Pot","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}"
JWz7Iz7ifYDCSwV8dIqMuQ,PetSmart,5000 Emerald Dr,Sherwood Park,AB,T8H 0P5,53.56906135,-113.2864868,2.5,6,1,,"Pet Groomers, Pet Training, Pet Stores, Pet Services, Pets","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-19:0'}"
AWcvXiZyxdDlj_ImZh896w,South Edmonton Common,1978 - 99 Street NW,Edmonton,AB,T6N 1N5,53.446977,-113.4813523,2.5,19,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Cinema, Shopping, Shopping Centers, Arts & Entertainment",
Fq5gQHtwiRx-vgxbG_dlRw,Red Lobster,10111 171st Street,Edmonton,AB,T5S 1S6,53.5417697,-113.6162564,2.5,70,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'False'}","Restaurants, Seafood, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}"
i4CE5oDN58ieUtwffub-RQ,Galaxyland,8882 170 Street NW,Edmonton,AB,T5T 3J7,53.52374603,-113.6207003,3.5,38,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Amusement Parks, Active Life",
SN6oCdu9zGamDQj5041Xyg,Ricki's,8882 170 St NW,Edmonton,AB,T5T 4J2,53.522535,-113.624213,4.5,8,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Accessories, Fashion, Women's Clothing, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
YfAS0B4s9Wk_lcE-dEQiJg,A Yah Mi Deh Jamaican Restaurant,4435-118 Avenue,Edmonton,AB,T5W 1B2,53.5703437,-113.4113295,4.5,21,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'Corkage': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'BYOB': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'""}","Ethnic Food, Food, Restaurants, Specialty Food, Caribbean","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-11:30'}"
C6viAwGwbbzDazD5IBM2ZQ,Boston Pizza,12788-167 Ave Edmonton,Edmonton,AB,T6V 1J6,53.62967,-113.5442644,3,17,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': 'None', 'BikeParking': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': 'None', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'Alcohol': 'None', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'None', 'BusinessParking': 'None'}","Pubs, Restaurants, Bars, Pizza, Nightlife","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
_8igh2mxuHZTOnm0k2MT_Q,Why Not? Cafe And Bar,8534 109 Street NW,Edmonton,AB,T6G 1E5,53.5216581,-113.5122992,4.5,13,1,"{'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Bars, Seafood, Restaurants, Cafes, Nightlife","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0'}"
xHy5jRSjd1K1H48bJHNd3A,The North Face,"8882 - 170 Street, Space R219",Edmonton,AB,T5T 4J2,53.522752,-113.624769,4,5,0,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Women's Clothing, Sports Wear, Men's Clothing, Shopping, Fashion, Outdoor Gear, Sporting Goods","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
IWm-gcWHcIcX9Ws_jZzOeg,DHC Salon,9150 23 Avenue NW,Edmonton,AB,T6N 1H9,53.4519959,-113.4694212,4.5,22,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': True, 'curly': True, 'kids': True}""}","Hair Removal, Beauty & Spas, Hair Salons, Eyelash Service, Waxing","{'Monday': '0:0-0:0', 'Tuesday': '9:0-14:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}"
Cy5_z7oplp9yNaAR_MMGPQ,Kingsway Oral & Maxillofacial Surgery,107 14310 111 Avenue NW,Edmonton,AB,T5M 3Z7,53.55931,-113.56845,2,8,1,,"General Dentistry, Health & Medical, Dentists, Oral Surgeons","{'Monday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30'}"
3iNJRKN3Nx9MmBpNfXfVDQ,Extreme Pita,18483 Stony Plain Road NW,Edmonton,AB,T5S 2X6,53.5406247,-113.641641,3,6,0,"{'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'quiet'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True'}","Restaurants, Mediterranean, Sandwiches, Fast Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}"
